Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-February-2013,4635.50,4639.75,4601.10,4610.95,4615.050632911392405063,711,183,3281301.00,366,51.48,38.65,-24.55
25-February-2013,4645.00,4676.00,4605.00,4641.65,4643.046486486486486486,925,190,4294818.00,537,58.05,71.00,-3.35
22-February-2013,4610.00,5000.00,4605.10,4623.95,4658.331894484412470023,2085,422,9712622.00,899,43.12,394.90,13.95
21-February-2013,4634.90,4634.90,4570.00,4586.45,4592.986968662736580825,3223,550,14803197.00,1738,53.92,64.90,-48.45
20-February-2013,4594.05,4637.15,4581.05,4593.55,4598.133749321758003255,3686,621,16948721.00,1435,38.93,56.10,-0.50
19-February-2013,4556.55,4609.95,4545.25,4593.00,4586.411894273127753303,908,205,4164462.00,512,56.39,64.70,36.45
18-February-2013,4591.60,4605.00,4550.00,4556.55,4568.247773279352226720,1235,293,5641786.00,858,69.47,55.00,-35.05
15-February-2013,4585.00,4621.65,4545.25,4591.60,4589.757442116868798235,907,257,4162910.00,401,44.21,76.40,6.60
14-February-2013,4609.65,4618.55,4570.00,4598.40,4600.282170542635658914,1290,551,5934364.00,1012,78.45,48.55,-11.25
13-February-2013,4650.00,4650.00,4600.00,4609.65,4627.180385288966725043,1713,233,7926360.00,1107,64.62,50.00,-40.35
12-February-2013,4657.90,4657.90,4580.00,4608.10,4609.086822660098522167,1624,353,7485157.00,771,47.48,77.90,-49.80
11-February-2013,4631.25,4708.90,4600.10,4615.65,4651.805309734513274336,2034,393,9461772.00,1155,56.78,108.80,-15.60
8-February-2013,4759.00,4759.00,4636.00,4655.30,4675.681114551083591331,1292,230,6040980.00,884,68.42,123.00,-103.70
7-February-2013,4733.00,4761.00,4701.10,4702.85,4722.770083102493074792,722,232,3409840.00,467,64.68,59.90,-30.15
6-February-2013,4774.00,4780.00,4697.00,4712.00,4727.538351254480286738,1395,369,6594916.00,873,62.58,83.00,-62.00
5-February-2013,4744.00,4780.00,4690.10,4728.40,4735.896418944936465152,2597,487,12299123.00,1624,62.53,89.90,-15.60
4-February-2013,4741.90,4750.00,4683.00,4723.35,4719.367408906882591093,1976,382,9325470.00,1335,67.56,67.00,-18.55
1-February-2013,4780.00,4780.00,4645.00,4719.05,4696.260147601476014760,2168,518,10181492.00,1032,47.60,135.00,-60.95
31-January-2013,4659.95,4799.00,4634.95,4757.40,4725.668719211822660098,2436,531,11511729.00,1122,46.06,164.05,97.45
30-January-2013,4627.65,4698.50,4610.15,4671.85,4660.400000000000000000,775,163,3611810.00,463,59.74,88.35,44.20
29-January-2013,4645.00,4676.00,4551.35,4603.90,4601.919196988707653701,7970,491,36677296.00,6933,86.99,124.65,-41.10
28-January-2013,4645.20,4645.20,4580.00,4593.10,4600.625209458201452243,10742,206,49419916.00,10425,97.05,65.20,-52.10
25-January-2013,4565.00,4660.00,4565.00,4645.20,4617.229574223245109321,1738,452,8024745.00,851,48.96,95.00,80.20
24-January-2013,4528.00,4590.00,4501.05,4561.10,4538.379983388704318936,2408,753,10928419.00,1578,65.53,88.95,33.10
23-January-2013,4700.00,4720.00,4480.00,4506.40,4567.381856540084388185,5214,1049,23814329.00,3019,57.90,240.00,-193.60
22-January-2013,4824.70,4824.70,4681.55,4701.00,4742.442436974789915966,2380,325,11287013.00,1233,51.81,143.15,-123.70
21-January-2013,4800.00,4828.00,4785.00,4790.25,4793.658777120315581854,507,90,2430385.00,331,65.29,43.00,-9.75
18-January-2013,4803.25,4850.00,4785.00,4796.00,4816.977401129943502824,708,186,3410420.00,330,46.61,65.00,-7.25
17-January-2013,4821.05,4850.00,4750.20,4798.65,4807.125742574257425742,1010,215,4855197.00,391,38.71,99.80,-22.40
16-January-2013,4850.00,4879.85,4806.20,4820.70,4829.281250000000000000,352,122,1699907.00,189,53.69,73.65,-29.30
15-January-2013,4874.90,4880.00,4816.05,4829.50,4858.974432063574328409,11577,271,56252347.00,11244,97.12,63.95,-45.40
14-January-2013,4898.00,4925.00,4860.45,4883.45,4891.151720542231491136,1918,467,9381229.00,949,49.48,64.55,-14.55
11-January-2013,4898.90,4898.90,4807.00,4821.40,4831.917705735660847880,3609,573,17438391.00,1887,52.29,91.90,-77.50
10-January-2013,4966.50,4979.95,4845.00,4854.10,4877.166967509025270758,2216,365,10807802.00,1056,47.65,134.95,-112.40
9-January-2013,4900.00,4965.80,4900.00,4941.90,4947.750276243093922651,905,222,4477714.00,539,59.56,65.80,41.90
8-January-2013,4890.00,4920.00,4871.80,4887.60,4894.680744452397995705,1397,203,6837869.00,544,38.94,48.20,-2.40
7-January-2013,4853.05,4911.45,4853.05,4876.05,4897.778182764904972663,11523,280,56437098.00,10632,92.27,58.40,23.00
4-January-2013,4920.00,4931.90,4868.00,4875.10,4899.785123966942148760,968,205,4742992.00,474,48.97,63.90,-44.90
3-January-2013,4960.00,4969.95,4875.00,4897.55,4900.465759251382390472,23510,330,115209950.00,22632,96.27,94.95,-62.45
2-January-2013,4990.00,5040.00,4923.00,4941.60,4963.079870915691811214,2479,418,12303475.00,1387,55.95,117.00,-48.40
1-January-2013,4990.40,4999.00,4940.05,4974.05,4975.191752218548808073,5747,151,28592427.00,5332,92.78,58.95,-16.35
31-December-2012,4960.00,5000.00,4960.00,4990.40,4990.980709876543209876,1296,217,6468311.00,645,49.77,40.00,30.40
28-December-2012,4945.00,4999.00,4932.00,4960.70,4969.917498914459400781,2303,632,11445720.00,1001,43.47,67.00,15.70
27-December-2012,4849.00,5024.85,4825.05,4946.60,4903.873207026156324307,13037,746,63931795.00,12238,93.87,199.80,97.60
26-December-2012,4849.15,4859.95,4795.00,4824.80,4831.934332304980167474,2269,594,10963659.00,1214,53.50,64.95,-24.35
24-December-2012,4856.80,4870.35,4815.10,4838.40,4838.511655011655011655,858,167,4151443.00,424,49.42,55.25,-18.40
21-December-2012,4880.00,4958.00,4850.90,4891.75,4909.509521061742642815,1733,339,8508180.00,917,52.91,107.10,11.75
20-December-2012,4899.00,4939.00,4830.00,4890.85,4903.548231966053748231,3535,323,17334043.00,2773,78.44,109.00,-8.15
19-December-2012,4800.00,4940.00,4755.00,4903.60,4875.806031273268801191,2686,890,13096415.00,1466,54.58,185.00,103.60
18-December-2012,4753.50,4851.00,4753.50,4777.35,4785.607538802660753880,902,250,4316618.00,488,54.10,97.50,23.85
17-December-2012,4818.75,4823.75,4700.00,4781.00,4784.717067583046964490,873,214,4177058.00,537,61.51,123.75,-37.75
14-December-2012,4800.00,4835.00,4751.00,4799.70,4799.280993852459016393,3904,192,18736393.00,434,11.12,84.00,-0.30
13-December-2012,4811.10,4860.00,4790.40,4844.35,4827.248747913188647746,2396,319,11566088.00,1687,70.41,69.60,33.25
12-December-2012,4815.00,4823.00,4793.05,4809.55,4808.980707395498392282,933,177,4486779.00,429,45.98,29.95,-5.45
11-December-2012,4751.00,4847.90,4751.00,4819.35,4799.323483670295489891,1286,236,6171930.00,652,50.70,96.90,68.35
10-December-2012,4820.00,4820.00,4790.00,4797.20,4804.334126040428061831,1682,278,8080890.00,1301,77.35,30.00,-22.80
7-December-2012,4840.40,4840.40,4800.05,4827.10,4824.881477591036414565,5712,173,27559723.00,5477,95.89,40.35,-13.30
6-December-2012,4790.00,4855.00,4790.00,4814.55,4816.692579505300353356,1415,286,6815620.00,707,49.96,65.00,24.55
5-December-2012,4790.00,4850.00,4790.00,4825.05,4812.958723170060539350,3634,388,17490292.00,2906,79.97,60.00,35.05
4-December-2012,4740.00,4775.05,4719.00,4767.65,4753.528671328671328671,1430,364,6797546.00,701,49.02,56.05,27.65
3-December-2012,4750.00,4799.05,4661.55,4688.35,4718.764055590650663297,3166,601,14939607.00,2044,64.56,137.50,-61.65
30-November-2012,4750.00,4900.00,4660.05,4765.45,4730.986254295532646048,10767,823,50938529.00,8910,82.75,239.95,15.45
29-November-2012,4659.90,4930.00,4605.05,4756.15,4748.516036741454600210,6641,994,31534895.00,3284,49.45,324.95,96.25
27-November-2012,4550.05,4664.95,4550.05,4616.10,4640.487565938206480783,1327,226,6157927.00,864,65.11,114.90,66.05
26-November-2012,4670.00,4685.00,4596.00,4600.35,4633.663906661648475724,2657,398,12311645.00,1544,58.11,89.00,-69.65
23-November-2012,4585.00,4623.00,4585.00,4611.85,4602.139163498098859315,1315,306,6051813.00,715,54.37,38.00,26.85
22-November-2012,4608.00,4630.00,4590.80,4615.80,4617.334044823906083244,937,203,4326442.00,518,55.28,39.20,7.80
21-November-2012,4610.50,4639.95,4609.90,4613.55,4617.790774299835255354,607,141,2802999.00,432,71.17,30.05,3.05
20-November-2012,4625.00,4652.00,4590.00,4602.05,4619.017991004497751124,1334,344,6161770.00,606,45.43,62.00,-22.95
19-November-2012,4720.00,4720.00,4588.00,4603.50,4642.993429697766097240,1522,450,7066636.00,900,59.13,132.00,-116.50
16-November-2012,4779.95,4779.95,4701.00,4709.30,4716.880670611439842209,1014,179,4782917.00,594,58.58,78.95,-70.65
15-November-2012,4770.00,4780.00,4718.00,4730.35,4731.998376623376623376,1232,236,5829822.00,418,33.93,62.00,-39.65
13-November-2012,4825.00,4849.80,4755.15,4785.30,4787.724046140195208518,1127,217,5395765.00,615,54.57,94.65,-39.70
12-November-2012,4870.00,4885.00,4801.00,4815.45,4857.197173872356354108,10686,242,51904009.00,569,5.32,84.00,-54.55
9-November-2012,4908.00,4925.00,4856.00,4865.05,4879.938261575954508529,1231,217,6007204.00,722,58.65,69.00,-42.95
8-November-2012,4850.00,4910.00,4850.00,4899.45,4893.639368895567242674,1331,304,6513434.00,766,57.55,60.00,49.45
7-November-2012,4852.05,4884.00,4852.05,4862.40,4868.757180156657963446,1149,247,5594202.00,638,55.53,31.95,10.35
6-November-2012,4837.70,4885.00,4837.70,4860.15,4865.436081242532855436,1674,353,8144740.00,770,46.00,47.30,22.45
5-November-2012,4780.00,4836.95,4761.00,4828.90,4814.659618717504332755,2885,517,13890293.00,1610,55.81,75.95,48.90
2-November-2012,4738.00,4775.00,4734.40,4765.55,4760.632133450395083406,1139,288,5422360.00,703,61.72,40.60,27.55
1-November-2012,4676.05,4725.00,4676.05,4710.05,4708.043258832011535688,1387,300,6530056.00,550,39.65,48.95,34.00
31-October-2012,4694.95,4708.05,4672.10,4683.10,4688.571887034659820282,1558,229,7304795.00,1050,67.39,35.95,-11.85
30-October-2012,4675.05,4684.70,4638.15,4673.05,4663.795610425240054869,1458,236,6799814.00,920,63.10,46.55,-2.00
29-October-2012,4670.00,4692.00,4650.00,4671.80,4676.591232227488151658,844,176,3947043.00,508,60.19,42.00,1.80
26-October-2012,4679.00,4683.80,4652.00,4661.70,4665.066997518610421836,806,223,3760044.00,348,43.18,31.80,-17.30
25-October-2012,4691.55,4715.00,4671.00,4687.40,4683.334688346883468834,738,180,3456301.00,401,54.34,44.00,-4.15
23-October-2012,4732.55,4750.05,4650.00,4670.75,4687.192109144542772861,2712,305,12711665.00,1970,72.64,100.05,-61.80
22-October-2012,4751.85,4786.00,4695.85,4740.65,4759.436213991769547325,1215,200,5782715.00,573,47.16,90.15,-11.20
19-October-2012,4720.00,4790.00,4720.00,4775.35,4744.173853524982888432,1461,255,6931238.00,906,62.01,70.00,55.35
18-October-2012,4778.00,4778.00,4715.20,4725.60,4749.791948906522159860,36169,337,171795225.00,35415,97.92,62.80,-52.40
17-October-2012,4754.90,4781.95,4735.00,4743.95,4752.583839611178614823,1646,357,7822753.00,715,43.44,46.95,-10.95
16-October-2012,4700.00,4781.00,4683.10,4756.40,4741.806971469499820938,8377,1749,39722117.00,6950,82.97,97.90,56.40
15-October-2012,4652.00,4700.00,4640.00,4685.40,4667.861593462717058222,1958,390,9139673.00,926,47.29,60.00,33.40
12-October-2012,4652.00,4683.90,4642.00,4674.75,4674.452957028193909188,34511,297,161320046.00,33679,97.59,41.90,22.75
11-October-2012,4649.00,4747.85,4575.05,4641.15,4677.843841148754767781,4457,854,20849150.00,1123,25.20,172.80,-7.85
10-October-2012,4630.00,4660.00,4605.00,4649.65,4643.472767101463706063,10043,706,46634397.00,8930,88.92,55.00,19.65
9-October-2012,4611.00,4665.00,4610.45,4622.50,4637.953629032258064516,2480,459,11502125.00,1278,51.53,54.55,11.50
8-October-2012,4611.30,4615.00,4480.35,4595.45,4580.126524390243902439,1312,297,6009126.00,650,49.54,134.65,-15.85
5-October-2012,4595.00,4610.00,4583.00,4595.70,4596.321345707656612529,1724,402,7924058.00,984,57.08,27.00,0.70
4-October-2012,4608.00,4650.00,4510.00,4589.60,4568.866055846422338568,2292,444,10471841.00,1455,63.48,140.00,-18.40
3-October-2012,4410.00,4563.95,4410.00,4554.80,4527.475642161204605845,5645,950,25557600.00,3379,59.86,153.95,144.80
1-October-2012,4429.95,4443.80,4407.00,4430.35,4428.452092511013215859,1816,357,8042069.00,927,51.05,36.80,0.40
28-September-2012,4374.95,4440.00,4310.20,4374.35,4385.897246037931930371,7698,938,33762637.00,2592,33.67,129.80,-0.60
27-September-2012,4374.95,4374.95,4305.55,4328.40,4326.197546531302876480,2364,496,10227131.00,1179,49.87,69.40,-46.55
26-September-2012,4355.00,4389.90,4340.00,4342.70,4358.942668696093353627,1971,361,8591476.00,1243,63.06,49.90,-12.30
25-September-2012,4355.50,4397.00,4339.00,4352.50,4354.995473469501802229,71578,453,311721866.00,70355,98.29,58.00,-3.00
24-September-2012,4369.00,4390.00,4325.00,4355.45,4355.173752310536044362,2705,487,11780745.00,1567,57.93,65.00,-13.55
21-September-2012,4374.15,4395.00,4349.90,4350.35,4351.048862241525823812,105910,955,460819585.00,103878,98.08,45.10,-23.80
20-September-2012,4424.95,4424.95,4352.00,4374.55,4378.509623095429029671,2494,541,10920003.00,1336,53.57,72.95,-50.40
18-September-2012,4452.55,4459.90,4402.00,4412.30,4421.327285663464959089,2811,610,12428351.00,1520,54.07,57.90,-40.25
17-September-2012,4492.00,4538.95,4450.00,4473.85,4473.171163575042158516,3558,517,15915543.00,1789,50.28,88.95,-18.15
14-September-2012,4599.00,4599.00,4471.00,4482.25,4494.272319760926410160,8031,933,36093501.00,4913,61.18,128.00,-116.75
13-September-2012,4570.00,4570.00,4510.00,4542.70,4539.687159956474428726,1838,428,8343945.00,777,42.27,60.00,-27.30
12-September-2012,4598.00,4598.00,4556.10,4569.40,4574.403948992184286301,4862,674,22240752.00,3866,79.51,41.90,-28.60
11-September-2012,4639.90,4639.90,4510.00,4530.05,4553.591234347048300536,2236,462,10181830.00,1457,65.16,129.90,-109.85
10-September-2012,4600.05,4644.45,4580.00,4587.25,4597.812659303313508920,7062,348,32469753.00,6386,90.43,64.45,-12.80
8-September-2012,4650.00,4669.90,4605.20,4644.45,4640.823416506717850287,521,104,2417869.00,252,48.37,64.70,-5.55
7-September-2012,4590.00,4650.00,4582.25,4601.20,4607.890275952693823915,1522,358,7013209.00,519,34.10,67.75,11.20
6-September-2012,4539.00,4634.00,4539.00,4597.95,4602.685250529287226534,1417,217,6522005.00,872,61.54,95.00,58.95
5-September-2012,4610.05,4635.00,4580.00,4589.95,4600.222222222222222222,11160,181,51338480.00,10669,95.60,55.00,-20.10
4-September-2012,4628.00,4670.00,4600.00,4617.15,4623.264169068203650336,1041,235,4812818.00,400,38.42,70.00,-10.85
3-September-2012,4622.05,4643.00,4591.20,4601.05,4610.312578616352201257,1590,330,7330397.00,802,50.44,51.80,-21.00
31-August-2012,4670.00,4700.00,4612.00,4657.10,4657.118239872280981839,20044,534,93347278.00,18509,92.34,88.00,-12.90
30-August-2012,4670.00,4705.95,4630.00,4654.95,4675.588235294117647058,1428,352,6676740.00,670,46.92,75.95,-15.05
29-August-2012,4696.65,4706.00,4643.05,4693.20,4670.756454388984509466,1162,275,5427419.00,371,31.93,62.95,-3.45
28-August-2012,4718.00,4723.95,4610.00,4696.65,4684.043381037567084078,4472,653,20947042.00,3232,72.27,113.95,-21.35
27-August-2012,4730.00,4749.90,4543.60,4717.45,4709.742094300321908729,5281,647,24872148.00,3485,65.99,206.30,-12.55
24-August-2012,4668.95,4730.00,4601.00,4711.20,4677.773931855056787452,3698,805,17298408.00,1196,32.34,129.00,42.25
23-August-2012,4590.00,4712.00,4582.00,4695.60,4673.636583101207056638,5385,1097,25167533.00,2175,40.39,130.00,105.60
22-August-2012,4590.00,4600.00,4560.65,4580.45,4585.445163901254552812,2471,250,11330635.00,784,31.73,39.35,-9.55
21-August-2012,4489.95,4640.00,4445.00,4590.95,4583.903519326214468341,13298,1182,60956749.00,6530,49.11,195.00,101.00
17-August-2012,4439.00,4484.75,4439.00,4459.95,4460.780950978948918003,6793,319,30302085.00,5927,87.25,45.75,20.95
16-August-2012,4440.00,4455.00,4420.00,4430.85,4434.413983440662373505,1087,244,4820208.00,599,55.11,35.00,-9.15
14-August-2012,4430.00,4456.95,4430.00,4453.65,4442.580879242458755003,30731,197,136524953.00,23294,75.80,26.95,23.65
13-August-2012,4400.00,4433.00,4400.00,4428.50,4418.445367412140575079,1565,170,6914867.00,1076,68.75,33.00,28.50
10-August-2012,4459.00,4459.00,4396.00,4406.50,4414.942242355605889014,883,235,3898394.00,431,48.81,63.00,-52.50
9-August-2012,4415.00,4450.00,4409.00,4442.05,4440.521353746978243352,1241,244,5510687.00,859,69.22,41.00,27.05
8-August-2012,4450.00,4450.00,4391.00,4414.15,4415.234906695938529088,1822,422,8044558.00,904,49.62,59.00,-35.85
7-August-2012,4386.00,4478.95,4375.00,4448.95,4430.699586206896551724,3625,443,16061286.00,2389,65.90,103.95,62.95
6-August-2012,4399.95,4488.00,4379.15,4386.85,4405.455138236828377673,3834,417,16890515.00,2965,77.33,108.85,-13.10
3-August-2012,4380.05,4399.95,4359.00,4389.15,4388.966647162083089526,27344,486,120011904.00,25995,95.07,40.95,9.10
2-August-2012,4437.00,4449.45,4375.00,4398.35,4418.232558139534883720,2279,466,10069152.00,1291,56.65,74.45,-38.65
1-August-2012,4462.05,4482.95,4425.00,4437.35,4446.570930232558139534,1720,374,7648102.00,875,50.87,57.95,-24.70
31-July-2012,4500.00,4500.00,4458.25,4462.00,4468.476575121163166397,1238,192,5531974.00,920,74.31,41.75,-38.00
30-July-2012,4462.70,4530.00,4402.05,4499.90,4497.569092657903174094,3119,421,14027918.00,1707,54.73,127.95,37.20
27-July-2012,4470.00,4491.00,4421.00,4448.05,4458.623577749683944374,3164,402,14107085.00,1501,47.44,70.00,-21.95
26-July-2012,4470.00,4472.00,4421.00,4428.95,4444.763582966226138032,681,156,3026884.00,387,56.83,51.00,-41.05
25-July-2012,4445.00,4468.95,4420.00,4438.85,4443.786666666666666666,750,170,3332840.00,495,66.00,48.95,-6.15
24-July-2012,4460.00,4489.00,4439.00,4452.85,4461.452924097884695147,2411,277,10756563.00,1837,76.19,50.00,-7.15
23-July-2012,4524.00,4524.00,4452.10,4466.60,4472.397003745318352059,1068,299,4776520.00,462,43.26,71.90,-57.40
20-July-2012,4500.00,4545.00,4486.85,4524.35,4528.074605954465849387,5710,678,25855306.00,2819,49.37,58.15,24.35
19-July-2012,4505.05,4518.00,4484.05,4490.10,4497.618579234972677595,915,82,4115321.00,736,80.44,33.95,-14.95
18-July-2012,4490.00,4510.00,4480.00,4503.65,4499.666227781435154707,1519,108,6834993.00,1396,91.90,30.00,13.65
17-July-2012,4564.90,4564.90,4485.00,4497.05,4509.152725759467332501,2403,257,10835494.00,1754,72.99,79.90,-67.85
16-July-2012,4481.00,4535.00,4481.00,4522.75,4514.665787391189659720,3791,622,17115098.00,2686,70.85,54.00,41.75
13-July-2012,4508.00,4520.00,4461.00,4474.75,4492.569868995633187772,1374,325,6172791.00,675,49.13,59.00,-33.25
12-July-2012,4488.00,4511.45,4465.55,4500.15,4499.952856283824413710,41575,555,187085540.00,40475,97.35,45.90,12.15
11-July-2012,4462.00,4508.00,4460.00,4493.90,4469.165962026289491890,13009,427,58139380.00,11746,90.29,48.00,31.90
10-July-2012,4445.00,4465.90,4439.95,4460.45,4457.976369495166487647,931,201,4150376.00,461,49.52,25.95,15.45
9-July-2012,4425.05,4470.00,4420.00,4432.75,4443.396655829075708313,2153,475,9566633.00,965,44.82,50.00,7.70
6-July-2012,4470.00,4470.00,4415.00,4435.95,4422.315540983606557377,15250,758,67440312.00,13331,87.42,55.00,-34.05
5-July-2012,4504.90,4504.90,4455.00,4469.15,4485.506658325140763249,33567,432,150565002.00,32480,96.76,49.90,-35.75
4-July-2012,4526.00,4526.00,4481.00,4497.80,4502.972616632860040567,1972,290,8879862.00,1353,68.61,45.00,-28.20
3-July-2012,4584.80,4584.80,4520.00,4527.45,4541.549510337323177366,919,161,4173684.00,367,39.93,64.80,-57.35
2-July-2012,4540.00,4599.00,4538.00,4540.75,4556.914625092798812175,1347,313,6138164.00,615,45.66,61.00,0.75
29-June-2012,4496.00,4545.00,4488.00,4535.85,4519.469579201286518359,3731,537,16862141.00,2689,72.07,57.00,39.85
28-June-2012,4534.35,4534.35,4490.00,4495.40,4502.571199143468950749,1868,334,8410803.00,1243,66.54,44.35,-38.95
27-June-2012,4520.00,4520.00,4491.05,4509.75,4507.950936663693131132,1121,136,5053413.00,830,74.04,28.95,-10.25
26-June-2012,4544.90,4544.90,4455.00,4482.65,4471.331866750471401634,1591,361,7113889.00,718,45.13,89.90,-62.25
25-June-2012,4538.95,4538.95,4410.00,4499.60,4496.643030303030303030,1650,300,7419461.00,1054,63.88,128.95,-39.35
22-June-2012,4405.00,4550.00,4405.00,4516.25,4524.328923190003675119,2721,645,12310699.00,1493,54.87,145.00,111.25
21-June-2012,4575.10,4575.10,4470.00,4478.05,4491.627969520394441954,4462,686,20041644.00,3378,75.71,105.10,-97.05
