,State,District,Latitude,Longitude,State name,Population,Male,Female,Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Households_with_Internet
0,Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,ANDHRA PRADESH,2741239,1369597,1371642,1483347,2399901,275970,15422,1377,25510,5512
1,Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,ANDHRA PRADESH,4081148,2064495,2016653,2310960,3599372,443456,20463,932,341,8606
2,Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,ANDHRA PRADESH,4174064,2090204,2083860,2667878,3737588,397870,24129,867,253,13763
3,Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,ANDHRA PRADESH,5154296,2569688,2584608,3288577,4983330,77777,77825,738,413,22411
4,Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,ANDHRA PRADESH,4887813,2440521,2447292,2960441,4217597,559770,89763,764,323,19383
5,Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,ANDHRA PRADESH,3943323,2018575,1924748,2892155,2046051,1713405,87522,11446,1268,149034
6,Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,ANDHRA PRADESH,3776269,1880800,1895469,2206829,3491139,244723,24979,2086,332,8831
7,Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,ANDHRA PRADESH,2797370,1390988,1406382,1630234,2595321,158887,33463,655,217,8628
8,Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,ANDHRA PRADESH,4517398,2267375,2250023,3009718,4023678,307043,145598,1393,863,30438
9,Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,ANDHRA PRADESH,4053463,2039227,2014236,2127161,3328380,670737,33165,737,255,10081
10,Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,ANDHRA PRADESH,4053028,2050386,2002642,1940646,3673456,334172,21345,658,290,6153
11,Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,ANDHRA PRADESH,3033288,1523030,1510258,1637137,2637313,342449,34301,1309,554,8635
12,Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,ANDHRA PRADESH,3488809,1759772,1729037,2001019,3249231,188646,35025,937,241,7715
13,Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,ANDHRA PRADESH,2551335,1250641,1300694,1389810,2123426,391596,19653,2357,1847,5261
14,Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,ANDHRA PRADESH,3397448,1714764,1682684,1904435,3150195,220654,18775,266,97,6151
15,Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,ANDHRA PRADESH,2703114,1341738,1361376,1495381,2666950,9025,18879,193,77,3988
16,Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,ANDHRA PRADESH,2344474,1161477,1182997,1238388,2299129,16423,17853,380,114,4453
17,Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,ANDHRA PRADESH,3512576,1759281,1753295,2065023,3273755,197333,31377,1453,253,12952
18,Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,ANDHRA PRADESH,3936966,1964918,1972048,2652389,3733191,86142,109120,288,209,12050
19,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,ARUNACHAL PRADESH,148226,76948,71278,73174,47683,2134,35969,94,50381,170
20,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,ARUNACHAL PRADESH,78690,38775,39915,38449,12333,652,37136,36,452,57
21,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,ARUNACHAL PRADESH,99214,50116,49098,62576,27854,2289,18254,69,776,450
22,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,ARUNACHAL PRADESH,92076,45318,46758,36606,4859,471,51189,43,121,95
23,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,ARUNACHAL PRADESH,145726,76221,69505,83062,99020,3846,10684,210,24452,312
24,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,ARUNACHAL PRADESH,54080,28053,26027,31849,28915,2247,9213,33,2932,207
25,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,ARUNACHAL PRADESH,83030,41843,41187,54057,9551,1482,34402,27,193,381
26,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,ARUNACHAL PRADESH,176573,89182,87391,121048,57027,6148,84397,310,4768,2477
27,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,ARUNACHAL PRADESH,49977,29151,20826,26073,11842,787,776,1164,34920,96
28,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,ARUNACHAL PRADESH,111975,57604,54371,47974,20682,1103,83361,61,778,98
29,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,ARUNACHAL PRADESH,35320,18699,16621,18195,5261,411,5643,27,2577,97
30,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,ARUNACHAL PRADESH,83448,41758,41690,45278,13474,521,8779,28,297,139
31,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,ARUNACHAL PRADESH,83947,46155,37792,48492,31265,1970,8466,328,36087,202
32,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,ARUNACHAL PRADESH,112274,58168,54106,64746,15881,2218,29969,577,3311,303
33,Assam,Barpeta,26.427872264631056,90.97912010178116,ASSAM,1693622,867004,826618,897058,492966,1198036,1020,112,49,2078
34,Assam,Bongaigaon,26.45012521994133,90.6734296187684,ASSAM,738804,375818,362986,434078,359145,371033,5924,384,236,2523
35,Assam,Cachar,24.815570668693017,92.86849650455927,ASSAM,1736617,886284,850333,1174128,1038985,654816,37635,280,341,5316
36,Assam,Darrang,26.58463215962442,92.04141338028155,ASSAM,928500,475273,453227,487039,327322,597392,1688,431,57,1166
37,Assam,Dhemaji,27.586533438485816,94.71336908517353,ASSAM,686133,351249,334884,423028,655052,13475,8711,297,911,1192
38,Assam,Dibrugarh,27.30612284482757,95.0998282327587,ASSAM,1326335,676434,649901,884531,1198401,64526,52968,2261,4673,8817
39,Assam,Goalpara,26.017277777777807,90.59869891598912,ASSAM,1008183,513292,494891,563577,347878,579929,77862,771,194,1364
40,Assam,Golaghat,26.377219709794485,93.82583397823468,ASSAM,1066888,543161,523727,721764,917426,90312,50582,1131,3863,3073
41,Assam,Hailakandi,24.457496089385486,92.59154664804475,ASSAM,659296,337890,321406,407366,251194,397653,8480,84,490,1211
42,Assam,Jorhat,26.76244824016563,94.30197722567289,ASSAM,1092256,556805,535451,794929,1008219,54684,21051,1540,2378,5651
43,Assam,Kamrup,26.170939452054807,91.58863273972592,ASSAM,1517542,778461,739081,995319,877495,601784,33297,319,185,3109
44,Assam,Karbi Anglong,26.08966454598031,93.11536570271832,ASSAM,956313,490167,466146,557214,766000,20290,157789,370,6260,1923
45,Assam,Karimganj,24.69660712250711,92.3679498575498,ASSAM,1228686,625864,602822,795297,521962,692489,11990,114,446,1933
46,Assam,Kokrajhar,26.497246635730868,90.13997470997688,ASSAM,887142,452905,434237,489305,529068,252271,101091,93,1718,1218
47,Assam,Lakhimpur,27.14128805970149,94.0775949253732,ASSAM,1042137,529674,512463,683486,797130,193476,46217,412,1074,1948
48,Assam,Nagaon,26.26462170626351,92.9306191144708,ASSAM,2823768,1439112,1384656,1710716,1225246,1563203,26844,3036,1073,5121
49,Assam,Nalbari,26.46323767605632,91.40598521126763,ASSAM,771639,396006,375633,531771,491582,277488,429,62,27,1631
50,Assam,Sonitpur,26.73514926829268,92.85197804878044,ASSAM,1924110,983904,940206,1108572,1422824,350536,138166,1363,5088,4358
51,Assam,Tinsukia,27.53549291139241,95.69055949367085,ASSAM,1327929,680231,647698,798322,1181347,48373,76877,1999,16228,5135
52,Bihar,Araria,26.211528119180603,87.30766554934816,BIHAR,2811569,1463333,1348236,1195768,1593525,1207442,4116,371,187,2561
53,Bihar,Aurangabad,24.774291867469877,84.45986024096379,BIHAR,2540073,1318684,1221389,1466002,2291133,237353,2218,295,334,2362
54,Bihar,Aurangabad,24.774291867469877,84.45986024096379,MAHARASHTRA,3701282,1924469,1776813,2503837,2545438,786677,15991,5142,309093,23258
55,Bihar,Banka,24.832355642023337,86.8664916342413,BIHAR,2034763,1067140,967623,965321,1772655,250925,6138,139,113,1704
56,Bihar,Begusarai,25.54302613168723,86.12560144032932,BIHAR,2970541,1567660,1402881,1548673,2554330,407348,2209,402,229,4644
57,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,BIHAR,3037766,1615663,1422103,1573066,2487866,537098,3556,415,180,6764
58,Bihar,Bhojpur,25.50666439393939,84.49407803030304,BIHAR,2728407,1430380,1298027,1599151,2518216,197819,2165,544,647,3661
59,Bihar,Buxar,25.48593018867924,84.08808081760995,BIHAR,1706352,887977,818375,989807,1591454,105423,2125,248,5090,1784
60,Bihar,Darbhanga,26.146187719298258,85.97387352472099,BIHAR,3937385,2059949,1877436,1816634,3042729,881476,3534,832,245,6280
61,Bihar,Gaya,24.7266541547278,84.94291217765044,BIHAR,4391418,2266566,2124852,2297613,3876395,488121,3943,913,870,6856
62,Bihar,Gopalganj,26.44874364161851,84.34636127167629,BIHAR,2562012,1267666,1294346,1382998,2119262,436057,2463,271,167,3707
63,Bihar,Jamui,24.78418380462726,86.26316298200514,BIHAR,1760405,916064,844341,858588,1525746,217621,8443,162,159,1839
64,Bihar,Jehanabad,25.155679045643165,84.9208124481328,BIHAR,1125313,585582,539731,618881,1045117,75742,691,148,248,1106
65,Bihar,Katihar,25.56565356037151,87.70466083591326,BIHAR,3071029,1600430,1470599,1280190,1684589,1365645,8659,2754,212,2941
66,Bihar,Khagaria,25.53558891454964,86.56593256351037,BIHAR,1666886,883786,783100,768028,1486989,175588,1253,143,79,1580
67,Bihar,Kishanganj,26.324336758321294,87.95045007235886,BIHAR,1690400,866970,823430,745056,531236,1149095,5783,398,183,1093
68,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,BIHAR,1000912,526345,474567,507270,956396,40886,487,140,52,1186
69,Bihar,Madhepura,25.77341929460581,86.8978443983403,BIHAR,2001762,1047559,954203,834577,1753829,241760,1342,170,60,1397
70,Bihar,Madhubani,26.41380538172716,86.16328360450552,BIHAR,4487379,2329313,2158066,2155338,3652168,818912,3262,564,328,5319
71,Bihar,Munger,25.198537962962963,86.54173672839504,BIHAR,1367765,729041,638724,801817,1252319,110416,1815,338,95,2653
72,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,BIHAR,4801062,2527497,2273565,2509232,4032773,745546,5149,933,288,10290
73,Bihar,Nalanda,25.229345508982053,85.48053113772461,BIHAR,2877653,1497060,1380593,1519933,2669775,198033,1978,393,414,4156
74,Bihar,Nawada,24.825708836206903,85.61594568965519,BIHAR,2219146,1144668,1074478,1091012,1964620,244394,1299,250,176,1841
75,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,BIHAR,3935042,2061110,1873932,1759481,3047427,865090,8469,926,1337,3495
76,Bihar,Patna,25.40297114503818,85.3198433587787,BIHAR,5838465,3078512,2759953,3459679,5356075,439952,12551,4803,1062,40692
77,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,BIHAR,5099371,2681209,2418162,2276957,4086453,990349,4865,668,878,7719
78,Bihar,Purnia,25.81714801901739,87.40447606973065,BIHAR,3264619,1699370,1565249,1332326,1989420,1255641,7989,614,353,4170
79,Bihar,Rohtas,24.99170460829495,83.9350762672811,BIHAR,2959918,1543546,1416372,1799832,2645415,300487,2889,2569,1584,4594
80,Bihar,Saharsa,25.821270696721303,86.54670819672135,BIHAR,1900661,997174,903487,804996,1629254,266620,1292,197,60,1668
81,Bihar,Samastipur,25.793205563909765,85.94833323308269,BIHAR,4261566,2230003,2031563,2142880,3800598,452370,2126,554,292,5379
82,Bihar,Saran,25.89656077844312,84.82266287425155,BIHAR,3951862,2022821,1929041,2157454,3534772,406449,2330,371,229,4509
83,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,BIHAR,636342,329743,306599,328676,596102,37653,313,75,41,631
84,Bihar,Sheohar,26.458380748663107,85.29539411764709,BIHAR,656246,346673,309573,283698,552492,99342,522,216,73,478
85,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,BIHAR,3423574,1803252,1620322,1436794,2672311,740101,2897,261,253,3460
86,Bihar,Siwan,26.1736372013652,84.33766552901022,BIHAR,3330464,1675090,1655374,1930175,2712635,608282,2618,369,407,3834
87,Bihar,Supaul,26.28157893772896,86.78496465201461,BIHAR,2229076,1155283,1073793,1033283,1809936,409251,3758,271,136,1845
88,Bihar,Vaishali,25.8134703180212,85.39247597173153,BIHAR,3495021,1844535,1650486,1926740,3152346,333980,2203,707,362,4810
89,Chandigarh,Chandigarh,30.7426,76.75872465753424,CHANDIGARH,1055450,580663,474787,805438,852574,51447,8720,138329,1160,44283
90,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,CHHATTISGARH,1413199,698487,714712,650863,1277975,12413,27951,2099,985,1782
91,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,HIMACHAL PRADESH,381956,192764,189192,287620,371973,6984,236,2387,113,1574
92,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,CHHATTISGARH,2663629,1351574,1312055,1596560,2540763,57973,20745,6373,2979,8566
93,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,CHHATTISGARH,799781,397897,401884,546833,777188,10425,2644,1196,667,1016
94,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,CHHATTISGARH,3343872,1682101,1661771,2303378,3129745,83499,24304,24276,19587,16141
95,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,CHHATTISGARH,851669,424747,426922,495415,629509,15336,189588,474,467,567
96,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,CHHATTISGARH,1206640,612915,593725,748759,1133176,30195,21059,3666,897,4544
97,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,CHHATTISGARH,658917,334737,324180,397823,604259,25878,9398,1391,84,1667
98,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,CHHATTISGARH,1032754,511967,520787,637963,1008061,12570,5284,2941,521,961
99,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,CHHATTISGARH,1493984,750278,743706,951639,1422986,17332,47653,2117,781,3342
100,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,MAHARASHTRA,2634200,1344345,1289855,1939994,2239370,227465,17452,7477,121791,38570
101,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,CHHATTISGARH,4063872,2048186,2015686,2629749,3881485,103038,23181,16707,8397,20261
102,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,CHHATTISGARH,2359886,1193129,1166757,1187941,2126195,81442,97432,2303,1287,2737
103,Daman and Diu,Daman,20.431616666666677,72.8392366071429,DAMAN AND DIU,191173,124659,66514,150348,171537,16087,2618,169,216,1316
104,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,GUJARAT,2743082,1404356,1338726,1842818,2397056,334858,2586,1110,1291,6628
105,Goa,North Goa,15.548723418714054,73.80667997909038,GOA,818008,416677,401331,663060,622213,57941,134169,618,553,23440
106,Goa,South Goa,15.195278658183785,73.941792596877,GOA,640537,322463,318074,502427,341664,63623,231961,855,542,17624
107,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,GUJARAT,7214225,3788051,3426174,5435760,6042416,883238,50754,14542,4518,126341
108,Gujarat,Amreli,21.04832649310872,71.43457637825426,GUJARAT,1514190,771049,743141,995459,1410463,99105,919,415,243,2538
109,Gujarat,Anand,22.282718206229863,72.57782051557454,GUJARAT,2092745,1087224,1005521,1551253,1798794,250919,29789,1524,267,9902
110,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,GUJARAT,3120506,1610379,1510127,1704923,2890305,213505,1686,486,281,3424
111,Gujarat,Bharuch,21.75787276237761,72.67326346710801,GUJARAT,1551019,805707,745312,1118276,1188204,343511,9494,1733,442,10257
112,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,GUJARAT,2880365,1490201,1390164,1887255,2632574,212863,3457,1410,445,7297
113,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,GUJARAT,1391753,723864,667889,1030494,1319586,57273,3237,1985,497,12107
114,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,GUJARAT,2160119,1114192,1045927,1396534,1810443,320805,4392,1873,1086,11573
115,Gujarat,Junagadh,20.929523011609785,70.54733890140345,GUJARAT,2743082,1404356,1338726,1842818,2397056,334858,2586,1110,1291,6628
116,Gujarat,Kachchh,23.48057203301311,68.82192301497916,GUJARAT,2092371,1096737,995634,1252319,1608921,442355,6192,6353,490,9631
117,Gujarat,Kheda,22.88765312500002,73.018803515625,GUJARAT,2299885,1185727,1114158,1660243,2000884,264482,26629,1403,300,5710
118,Gujarat,Mahesana,23.529355452865065,72.45545194085031,GUJARAT,2035064,1056520,978544,1502645,1885732,136431,1954,1082,146,7759
119,Gujarat,Narmada,21.70666386292833,73.68403208722742,GUJARAT,590297,301086,289211,370336,559848,22600,4413,147,80,576
120,Gujarat,Navsari,20.866973318871995,72.86184869848157,GUJARAT,1329672,678165,651507,1001909,1225087,78669,5733,2459,601,6726
121,Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,GUJARAT,2390776,1226961,1163815,1440805,2220974,158513,2863,662,337,3456
122,Gujarat,Patan,23.80634198473284,71.75162977099237,GUJARAT,1343734,694397,649337,837913,1194745,142797,916,337,66,2231
123,Gujarat,Porbandar,21.55092351651571,69.71896987722886,GUJARAT,585449,300209,285240,393678,549749,33565,500,248,91,1653
124,Gujarat,Rajkot,22.40603377715488,70.83679439383323,GUJARAT,3804558,1974445,1830113,2725056,3397406,361388,5478,1918,1170,21785
125,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,GUJARAT,2428589,1244231,1184358,1578734,2260560,148563,6375,614,168,5262
126,Gujarat,Surat,21.25761372772093,72.93488716344339,GUJARAT,6081322,3402224,2679098,4571410,5260193,660772,21052,5703,12902,55694
127,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,GUJARAT,1756268,909917,846351,1093626,1620282,109681,1419,512,312,2975
128,Gujarat,The Dangs,20.801633877551023,73.6883518367347,GUJARAT,228291,113821,114470,140968,203545,3593,20029,69,32,137
129,Gujarat,Vadodara,22.26133739279589,73.49433010291594,GUJARAT,4165626,2153736,2011890,2893080,3713941,384579,23813,9340,2069,53606
130,Gujarat,Valsad,20.44238231644259,72.9148584798345,GUJARAT,1705678,887222,818456,1170657,1571147,94034,19661,1589,913,11020
131,Haryana,Ambala,30.3503672316384,76.94970310734456,HARYANA,1128350,598703,529647,818025,955096,22143,3705,138202,381,12899
132,Haryana,Bhiwani,28.728868064516128,76.02110225806452,HARYANA,1634445,866672,767773,1069871,1611031,15515,873,2401,254,5292
133,Haryana,Faridabad,28.14873109756098,77.32718536585368,HARYANA,1809733,966110,843623,1272739,1588407,161680,9743,34572,640,43437
134,Haryana,Fatehabad,29.57298318584072,75.54608716814157,HARYANA,942011,495360,446651,557578,779243,8360,996,150969,171,3210
135,Haryana,Gurgaon,28.043894789579163,77.01935130260523,HARYANA,1514432,816690,697742,1111116,1408801,70842,9725,15097,944,67087
136,Haryana,Hisar,29.23628731117825,75.84324682779452,HARYANA,1743931,931562,812369,1114311,1701061,21650,1945,12270,334,10132
137,Haryana,Jhajjar,28.59651868131869,76.61137142857145,HARYANA,958405,514667,443738,676091,945693,8247,734,1042,105,5034
138,Haryana,Jind,29.45149821958457,76.29598575667653,HARYANA,1334152,713006,621146,832758,1276669,23016,889,29103,172,5263
139,Haryana,Kaithal,29.96068539094649,76.37698930041155,HARYANA,1074304,571003,503301,646529,974520,8232,1769,87558,265,3724
140,Haryana,Karnal,29.703200647249204,76.87488025889972,HARYANA,1505324,797712,707612,978013,1341002,31650,2049,126207,532,11163
141,Haryana,Kurukshetra,30.05652659846548,76.78774680306903,HARYANA,964655,510976,453679,646893,805175,15970,1943,140395,214,7356
142,Haryana,Mahendragarh,28.1352161458333,76.14018072916659,HARYANA,922088,486665,435423,630255,913251,5660,301,1737,75,2624
143,Haryana,Panchkula,30.700897142857134,76.97173238095236,HARYANA,561293,299679,261614,405318,490702,23451,2583,40951,1008,18615
144,Haryana,Panipat,29.34352134146342,76.92895914634147,HARYANA,1205437,646857,558580,786599,1083936,86622,2261,25064,289,10024
145,Haryana,Rewari,28.19164714828897,76.55956007604564,HARYANA,900332,474335,425997,636947,889133,5713,701,1804,202,5121
146,Haryana,Rohtak,28.892517647058817,76.53123235294117,HARYANA,1061204,568479,492725,747582,1043887,8185,732,3916,200,8482
147,Haryana,Sirsa,29.63583446327684,74.90970480225988,HARYANA,1295189,682582,612607,782897,940255,9524,2186,338962,370,6287
148,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,HIMACHAL PRADESH,381956,192764,189192,287620,371973,6984,236,2387,113,1574
149,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,CHHATTISGARH,2663629,1351574,1312055,1596560,2540763,57973,20745,6373,2979,8566
150,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,HIMACHAL PRADESH,519080,261320,257760,323842,479782,32455,1559,2745,1740,1615
151,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,HIMACHAL PRADESH,454768,217070,237698,358091,449412,3711,243,591,95,2521
152,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,UTTAR PRADESH,1104285,593537,510748,653299,1010014,91269,814,196,74,1196
153,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,HIMACHAL PRADESH,1510075,750591,759484,1152640,1461140,19797,3023,8929,14511,8053
154,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,HIMACHAL PRADESH,84121,46249,37872,60699,64732,448,485,249,18086,354
155,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,HIMACHAL PRADESH,437903,225452,212451,307672,415669,2974,1568,1396,15377,2623
156,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,HIMACHAL PRADESH,999777,498065,501712,723747,981412,9460,876,4081,2628,5333
157,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,HIMACHAL PRADESH,814010,425039,388971,612642,791449,11810,2025,4047,3262,9177
158,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,HIMACHAL PRADESH,529855,276289,253566,362645,476830,33215,577,15501,2645,2220
159,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,HIMACHAL PRADESH,580320,308754,271566,428578,548579,14678,1452,13926,574,5250
160,Himachal Pradesh,Una,31.58330388349513,76.18353932038836,HIMACHAL PRADESH,521173,263692,257481,399715,480138,14275,390,26009,56,2412
161,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,JAMMU AND KASHMIR,409936,213641,196295,219083,187621,220614,472,422,21,596
162,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,JAMMU AND KASHMIR,1529958,813821,716137,1137135,1289240,107489,12104,114272,470,19905
163,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,JAMMU AND KASHMIR,140802,77785,63017,86236,10341,108239,604,1171,20126,235
164,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,JAMMU AND KASHMIR,616435,326109,290326,389204,540063,64234,1828,9551,24,1443
